id,text,entities_json
4,La supervisora reportó fuga en la línea de empaque asociado a cable expuesto cerca de un montacargas y posible exposición a aceite.,"[{""start"": 0, ""end"": 14, ""label"": ""PERSONA"", ""text"": ""La supervisora""}, {""start"": 23, ""end"": 27, ""label"": ""EVENTO"", ""text"": ""fuga""}, {""start"": 31, ""end"": 50, ""label"": ""AREA"", ""text"": ""la línea de empaque""}, {""start"": 62, ""end"": 76, ""label"": ""CONDICION"", ""text"": ""cable expuesto""}, {""start"": 86, ""end"": 100, ""label"": ""EQUIPO"", ""text"": ""un montacargas""}, {""start"": 124, ""end"": 130, ""label"": ""SUSTANCIA"", ""text"": ""aceite""}]"
89,Un operador indicó presencia de sustancia corrosiva en despacho y riesgo de sobreesfuerzo por piso húmedo junto a un montacargas.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""Un operador""}, {""start"": 32, ""end"": 51, ""label"": ""SUSTANCIA"", ""text"": ""sustancia corrosiva""}, {""start"": 55, ""end"": 63, ""label"": ""AREA"", ""text"": ""despacho""}, {""start"": 76, ""end"": 89, ""label"": ""EVENTO"", ""text"": ""sobreesfuerzo""}, {""start"": 94, ""end"": 105, ""label"": ""CONDICION"", ""text"": ""piso húmedo""}, {""start"": 114, ""end"": 128, ""label"": ""EQUIPO"", ""text"": ""un montacargas""}]"
45,"Durante la inspección, El auxiliar observó superficie resbalosa en la planta de proceso alrededor de un motor tras atrapamiento.","[{""start"": 23, ""end"": 34, ""label"": ""PERSONA"", ""text"": ""El auxiliar""}, {""start"": 43, ""end"": 63, ""label"": ""CONDICION"", ""text"": ""superficie resbalosa""}, {""start"": 67, ""end"": 87, ""label"": ""AREA"", ""text"": ""la planta de proceso""}, {""start"": 101, ""end"": 109, ""label"": ""EQUIPO"", ""text"": ""un motor""}, {""start"": 115, ""end"": 127, ""label"": ""EVENTO"", ""text"": ""atrapamiento""}]"
14,Una trabajadora reportó golpe en la sala técnica asociado a cable expuesto cerca de una herramienta industrial y posible exposición a solvente inflamable.,"[{""start"": 0, ""end"": 15, ""label"": ""PERSONA"", ""text"": ""Una trabajadora""}, {""start"": 24, ""end"": 29, ""label"": ""EVENTO"", ""text"": ""golpe""}, {""start"": 33, ""end"": 48, ""label"": ""AREA"", ""text"": ""la sala técnica""}, {""start"": 60, ""end"": 74, ""label"": ""CONDICION"", ""text"": ""cable expuesto""}, {""start"": 84, ""end"": 110, ""label"": ""EQUIPO"", ""text"": ""una herramienta industrial""}, {""start"": 134, ""end"": 153, ""label"": ""SUSTANCIA"", ""text"": ""solvente inflamable""}]"
106,Una trabajadora reportó resbalón en la planta de proceso asociado a humedad cerca de un recipiente metálico y posible exposición a solvente inflamable.,"[{""start"": 0, ""end"": 15, ""label"": ""PERSONA"", ""text"": ""Una trabajadora""}, {""start"": 24, ""end"": 32, ""label"": ""EVENTO"", ""text"": ""resbalón""}, {""start"": 36, ""end"": 56, ""label"": ""AREA"", ""text"": ""la planta de proceso""}, {""start"": 68, ""end"": 75, ""label"": ""CONDICION"", ""text"": ""humedad""}, {""start"": 85, ""end"": 107, ""label"": ""EQUIPO"", ""text"": ""un recipiente metálico""}, {""start"": 131, ""end"": 150, ""label"": ""SUSTANCIA"", ""text"": ""solvente inflamable""}]"
76,El operario reportó atrapamiento en despacho asociado a materiales fuera de lugar cerca de una herramienta industrial y posible exposición a pintura industrial.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""El operario""}, {""start"": 20, ""end"": 32, ""label"": ""EVENTO"", ""text"": ""atrapamiento""}, {""start"": 36, ""end"": 44, ""label"": ""AREA"", ""text"": ""despacho""}, {""start"": 56, ""end"": 81, ""label"": ""CONDICION"", ""text"": ""materiales fuera de lugar""}, {""start"": 91, ""end"": 117, ""label"": ""EQUIPO"", ""text"": ""una herramienta industrial""}, {""start"": 141, ""end"": 159, ""label"": ""SUSTANCIA"", ""text"": ""pintura industrial""}]"
6,El electricista confirmó conexiones visibles en el tablero principal de la subestación.,"[{""start"": 0, ""end"": 15, ""label"": ""PERSONA"", ""text"": ""El electricista""}, {""start"": 25, ""end"": 44, ""label"": ""CONDICION"", ""text"": ""conexiones visibles""}, {""start"": 48, ""end"": 68, ""label"": ""EQUIPO"", ""text"": ""el tablero principal""}, {""start"": 72, ""end"": 86, ""label"": ""AREA"", ""text"": ""la subestación""}]"
22,La supervisora reportó fatiga muscular en el laboratorio asociado a guarda ausente cerca de una cortadora y posible exposición a sustancia corrosiva.,"[{""start"": 0, ""end"": 14, ""label"": ""PERSONA"", ""text"": ""La supervisora""}, {""start"": 23, ""end"": 38, ""label"": ""EVENTO"", ""text"": ""fatiga muscular""}, {""start"": 42, ""end"": 56, ""label"": ""AREA"", ""text"": ""el laboratorio""}, {""start"": 68, ""end"": 82, ""label"": ""CONDICION"", ""text"": ""guarda ausente""}, {""start"": 92, ""end"": 105, ""label"": ""EQUIPO"", ""text"": ""una cortadora""}, {""start"": 129, ""end"": 148, ""label"": ""SUSTANCIA"", ""text"": ""sustancia corrosiva""}]"
25,"Durante la inspección, La operaria observó superficie resbalosa en la sala técnica alrededor de un motor tras fuga.","[{""start"": 23, ""end"": 34, ""label"": ""PERSONA"", ""text"": ""La operaria""}, {""start"": 43, ""end"": 63, ""label"": ""CONDICION"", ""text"": ""superficie resbalosa""}, {""start"": 67, ""end"": 82, ""label"": ""AREA"", ""text"": ""la sala técnica""}, {""start"": 96, ""end"": 104, ""label"": ""EQUIPO"", ""text"": ""un motor""}, {""start"": 110, ""end"": 114, ""label"": ""EVENTO"", ""text"": ""fuga""}]"
65,"Durante la inspección, El técnico observó movimientos repetitivos en despacho alrededor de una máquina prensadora tras derrame.","[{""start"": 23, ""end"": 33, ""label"": ""PERSONA"", ""text"": ""El técnico""}, {""start"": 42, ""end"": 65, ""label"": ""CONDICION"", ""text"": ""movimientos repetitivos""}, {""start"": 69, ""end"": 77, ""label"": ""AREA"", ""text"": ""despacho""}, {""start"": 91, ""end"": 113, ""label"": ""EQUIPO"", ""text"": ""una máquina prensadora""}, {""start"": 119, ""end"": 126, ""label"": ""EVENTO"", ""text"": ""derrame""}]"
5,El supervisor reportó descarga en producción asociado a guarda ausente cerca de una mezcladora y posible exposición a vapores químicos.,"[{""start"": 0, ""end"": 13, ""label"": ""PERSONA"", ""text"": ""El supervisor""}, {""start"": 22, ""end"": 30, ""label"": ""EVENTO"", ""text"": ""descarga""}, {""start"": 34, ""end"": 44, ""label"": ""AREA"", ""text"": ""producción""}, {""start"": 56, ""end"": 70, ""label"": ""CONDICION"", ""text"": ""guarda ausente""}, {""start"": 80, ""end"": 94, ""label"": ""EQUIPO"", ""text"": ""una mezcladora""}, {""start"": 118, ""end"": 134, ""label"": ""SUSTANCIA"", ""text"": ""vapores químicos""}]"
86,El trabajador reportó resbalón en la sala técnica asociado a materiales fuera de lugar cerca de una herramienta industrial y posible exposición a ácido.,"[{""start"": 0, ""end"": 13, ""label"": ""PERSONA"", ""text"": ""El trabajador""}, {""start"": 22, ""end"": 30, ""label"": ""EVENTO"", ""text"": ""resbalón""}, {""start"": 34, ""end"": 49, ""label"": ""AREA"", ""text"": ""la sala técnica""}, {""start"": 61, ""end"": 86, ""label"": ""CONDICION"", ""text"": ""materiales fuera de lugar""}, {""start"": 96, ""end"": 122, ""label"": ""EQUIPO"", ""text"": ""una herramienta industrial""}, {""start"": 146, ""end"": 151, ""label"": ""SUSTANCIA"", ""text"": ""ácido""}]"
26,La operaria reportó fuga en el pasillo central asociado a señalización deficiente cerca de la banda transportadora y posible exposición a vapores químicos.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""La operaria""}, {""start"": 20, ""end"": 24, ""label"": ""EVENTO"", ""text"": ""fuga""}, {""start"": 28, ""end"": 46, ""label"": ""AREA"", ""text"": ""el pasillo central""}, {""start"": 58, ""end"": 81, ""label"": ""CONDICION"", ""text"": ""señalización deficiente""}, {""start"": 91, ""end"": 114, ""label"": ""EQUIPO"", ""text"": ""la banda transportadora""}, {""start"": 138, ""end"": 154, ""label"": ""SUSTANCIA"", ""text"": ""vapores químicos""}]"
37,La operaria reportó fatiga muscular en despacho asociado a área obstruida cerca de una cortadora y posible exposición a químico volátil.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""La operaria""}, {""start"": 20, ""end"": 35, ""label"": ""EVENTO"", ""text"": ""fatiga muscular""}, {""start"": 39, ""end"": 47, ""label"": ""AREA"", ""text"": ""despacho""}, {""start"": 59, ""end"": 73, ""label"": ""CONDICION"", ""text"": ""área obstruida""}, {""start"": 83, ""end"": 96, ""label"": ""EQUIPO"", ""text"": ""una cortadora""}, {""start"": 120, ""end"": 135, ""label"": ""SUSTANCIA"", ""text"": ""químico volátil""}]"
78,"Durante la inspección, El supervisor observó guarda ausente en producción alrededor de una mezcladora tras descarga.","[{""start"": 23, ""end"": 36, ""label"": ""PERSONA"", ""text"": ""El supervisor""}, {""start"": 45, ""end"": 59, ""label"": ""CONDICION"", ""text"": ""guarda ausente""}, {""start"": 63, ""end"": 73, ""label"": ""AREA"", ""text"": ""producción""}, {""start"": 87, ""end"": 101, ""label"": ""EQUIPO"", ""text"": ""una mezcladora""}, {""start"": 107, ""end"": 115, ""label"": ""EVENTO"", ""text"": ""descarga""}]"
27,El operario indicó presencia de pintura industrial en despacho y riesgo de atrapamiento por materiales fuera de lugar junto a una herramienta industrial.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""El operario""}, {""start"": 32, ""end"": 50, ""label"": ""SUSTANCIA"", ""text"": ""pintura industrial""}, {""start"": 54, ""end"": 62, ""label"": ""AREA"", ""text"": ""despacho""}, {""start"": 75, ""end"": 87, ""label"": ""EVENTO"", ""text"": ""atrapamiento""}, {""start"": 92, ""end"": 117, ""label"": ""CONDICION"", ""text"": ""materiales fuera de lugar""}, {""start"": 126, ""end"": 152, ""label"": ""EQUIPO"", ""text"": ""una herramienta industrial""}]"
3,Un trabajador reportó un derrame de solvente inflamable en el laboratorio cerca de un contenedor metálico mal cerrado.,"[{""start"": 0, ""end"": 13, ""label"": ""PERSONA"", ""text"": ""Un trabajador""}, {""start"": 22, ""end"": 32, ""label"": ""EVENTO"", ""text"": ""un derrame""}, {""start"": 36, ""end"": 55, ""label"": ""SUSTANCIA"", ""text"": ""solvente inflamable""}, {""start"": 59, ""end"": 73, ""label"": ""AREA"", ""text"": ""el laboratorio""}, {""start"": 83, ""end"": 105, ""label"": ""EQUIPO"", ""text"": ""un contenedor metálico""}]"
100,El electricista reportó tropezón en la zona de carga asociado a materiales fuera de lugar cerca de un recipiente metálico y posible exposición a gas comprimido.,"[{""start"": 0, ""end"": 15, ""label"": ""PERSONA"", ""text"": ""El electricista""}, {""start"": 24, ""end"": 32, ""label"": ""EVENTO"", ""text"": ""tropezón""}, {""start"": 36, ""end"": 52, ""label"": ""AREA"", ""text"": ""la zona de carga""}, {""start"": 64, ""end"": 89, ""label"": ""CONDICION"", ""text"": ""materiales fuera de lugar""}, {""start"": 99, ""end"": 121, ""label"": ""EQUIPO"", ""text"": ""un recipiente metálico""}, {""start"": 145, ""end"": 159, ""label"": ""SUSTANCIA"", ""text"": ""gas comprimido""}]"
87,El auxiliar reportó atrapamiento en la planta de proceso asociado a superficie resbalosa cerca de un motor y posible exposición a gas comprimido.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""El auxiliar""}, {""start"": 20, ""end"": 32, ""label"": ""EVENTO"", ""text"": ""atrapamiento""}, {""start"": 36, ""end"": 56, ""label"": ""AREA"", ""text"": ""la planta de proceso""}, {""start"": 68, ""end"": 88, ""label"": ""CONDICION"", ""text"": ""superficie resbalosa""}, {""start"": 98, ""end"": 106, ""label"": ""EQUIPO"", ""text"": ""un motor""}, {""start"": 130, ""end"": 144, ""label"": ""SUSTANCIA"", ""text"": ""gas comprimido""}]"
42,"Durante la inspección, El supervisor observó piso húmedo en la línea de empaque alrededor de una mezcladora tras resbalón.","[{""start"": 23, ""end"": 36, ""label"": ""PERSONA"", ""text"": ""El supervisor""}, {""start"": 45, ""end"": 56, ""label"": ""CONDICION"", ""text"": ""piso húmedo""}, {""start"": 60, ""end"": 79, ""label"": ""AREA"", ""text"": ""la línea de empaque""}, {""start"": 93, ""end"": 107, ""label"": ""EQUIPO"", ""text"": ""una mezcladora""}, {""start"": 113, ""end"": 121, ""label"": ""EVENTO"", ""text"": ""resbalón""}]"
36,"Durante la inspección, El supervisor observó superficie resbalosa en despacho alrededor de un montacargas tras golpe.","[{""start"": 23, ""end"": 36, ""label"": ""PERSONA"", ""text"": ""El supervisor""}, {""start"": 45, ""end"": 65, ""label"": ""CONDICION"", ""text"": ""superficie resbalosa""}, {""start"": 69, ""end"": 77, ""label"": ""AREA"", ""text"": ""despacho""}, {""start"": 91, ""end"": 105, ""label"": ""EQUIPO"", ""text"": ""un montacargas""}, {""start"": 111, ""end"": 116, ""label"": ""EVENTO"", ""text"": ""golpe""}]"
16,Un operador indicó presencia de ácido en el almacén y riesgo de golpe por materiales fuera de lugar junto a un recipiente metálico.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""Un operador""}, {""start"": 32, ""end"": 37, ""label"": ""SUSTANCIA"", ""text"": ""ácido""}, {""start"": 41, ""end"": 51, ""label"": ""AREA"", ""text"": ""el almacén""}, {""start"": 64, ""end"": 69, ""label"": ""EVENTO"", ""text"": ""golpe""}, {""start"": 74, ""end"": 99, ""label"": ""CONDICION"", ""text"": ""materiales fuera de lugar""}, {""start"": 108, ""end"": 130, ""label"": ""EQUIPO"", ""text"": ""un recipiente metálico""}]"
90,Una trabajadora reportó sobreesfuerzo en la zona de carga asociado a área obstruida cerca de el tablero principal y posible exposición a vapores químicos.,"[{""start"": 0, ""end"": 15, ""label"": ""PERSONA"", ""text"": ""Una trabajadora""}, {""start"": 24, ""end"": 37, ""label"": ""EVENTO"", ""text"": ""sobreesfuerzo""}, {""start"": 41, ""end"": 57, ""label"": ""AREA"", ""text"": ""la zona de carga""}, {""start"": 69, ""end"": 83, ""label"": ""CONDICION"", ""text"": ""área obstruida""}, {""start"": 93, ""end"": 113, ""label"": ""EQUIPO"", ""text"": ""el tablero principal""}, {""start"": 137, ""end"": 153, ""label"": ""SUSTANCIA"", ""text"": ""vapores químicos""}]"
67,"Durante la inspección, La supervisora observó guarda ausente en el laboratorio alrededor de una cortadora tras fatiga muscular.","[{""start"": 23, ""end"": 37, ""label"": ""PERSONA"", ""text"": ""La supervisora""}, {""start"": 46, ""end"": 60, ""label"": ""CONDICION"", ""text"": ""guarda ausente""}, {""start"": 64, ""end"": 78, ""label"": ""AREA"", ""text"": ""el laboratorio""}, {""start"": 92, ""end"": 105, ""label"": ""EQUIPO"", ""text"": ""una cortadora""}, {""start"": 111, ""end"": 126, ""label"": ""EVENTO"", ""text"": ""fatiga muscular""}]"
8,El trabajador reportó derrame en la línea de empaque asociado a área obstruida cerca de la banda transportadora y posible exposición a líquido hidráulico.,"[{""start"": 0, ""end"": 13, ""label"": ""PERSONA"", ""text"": ""El trabajador""}, {""start"": 22, ""end"": 29, ""label"": ""EVENTO"", ""text"": ""derrame""}, {""start"": 33, ""end"": 52, ""label"": ""AREA"", ""text"": ""la línea de empaque""}, {""start"": 64, ""end"": 78, ""label"": ""CONDICION"", ""text"": ""área obstruida""}, {""start"": 88, ""end"": 111, ""label"": ""EQUIPO"", ""text"": ""la banda transportadora""}, {""start"": 135, ""end"": 153, ""label"": ""SUSTANCIA"", ""text"": ""líquido hidráulico""}]"
70,El trabajador indicó presencia de ácido en la sala técnica y riesgo de resbalón por materiales fuera de lugar junto a una herramienta industrial.,"[{""start"": 0, ""end"": 13, ""label"": ""PERSONA"", ""text"": ""El trabajador""}, {""start"": 34, ""end"": 39, ""label"": ""SUSTANCIA"", ""text"": ""ácido""}, {""start"": 43, ""end"": 58, ""label"": ""AREA"", ""text"": ""la sala técnica""}, {""start"": 71, ""end"": 79, ""label"": ""EVENTO"", ""text"": ""resbalón""}, {""start"": 84, ""end"": 109, ""label"": ""CONDICION"", ""text"": ""materiales fuera de lugar""}, {""start"": 118, ""end"": 144, ""label"": ""EQUIPO"", ""text"": ""una herramienta industrial""}]"
97,La operaria inhaló vapores químicos tras una fuga en el laboratorio central.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""La operaria""}, {""start"": 19, ""end"": 35, ""label"": ""SUSTANCIA"", ""text"": ""vapores químicos""}, {""start"": 41, ""end"": 49, ""label"": ""EVENTO"", ""text"": ""una fuga""}, {""start"": 53, ""end"": 75, ""label"": ""AREA"", ""text"": ""el laboratorio central""}]"
79,El auxiliar reportó resbalón en despacho asociado a señalización deficiente cerca de una máquina prensadora y posible exposición a vapores químicos.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""El auxiliar""}, {""start"": 20, ""end"": 28, ""label"": ""EVENTO"", ""text"": ""resbalón""}, {""start"": 32, ""end"": 40, ""label"": ""AREA"", ""text"": ""despacho""}, {""start"": 52, ""end"": 75, ""label"": ""CONDICION"", ""text"": ""señalización deficiente""}, {""start"": 85, ""end"": 107, ""label"": ""EQUIPO"", ""text"": ""una máquina prensadora""}, {""start"": 131, ""end"": 147, ""label"": ""SUSTANCIA"", ""text"": ""vapores químicos""}]"
58,El electricista reportó fatiga muscular en la sala técnica asociado a movimientos repetitivos cerca de una mezcladora y posible exposición a químico volátil.,"[{""start"": 0, ""end"": 15, ""label"": ""PERSONA"", ""text"": ""El electricista""}, {""start"": 24, ""end"": 39, ""label"": ""EVENTO"", ""text"": ""fatiga muscular""}, {""start"": 43, ""end"": 58, ""label"": ""AREA"", ""text"": ""la sala técnica""}, {""start"": 70, ""end"": 93, ""label"": ""CONDICION"", ""text"": ""movimientos repetitivos""}, {""start"": 103, ""end"": 117, ""label"": ""EQUIPO"", ""text"": ""una mezcladora""}, {""start"": 141, ""end"": 156, ""label"": ""SUSTANCIA"", ""text"": ""químico volátil""}]"
61,"Durante la inspección, La supervisora observó cable expuesto en la línea de empaque alrededor de un montacargas tras fuga.","[{""start"": 23, ""end"": 37, ""label"": ""PERSONA"", ""text"": ""La supervisora""}, {""start"": 46, ""end"": 60, ""label"": ""CONDICION"", ""text"": ""cable expuesto""}, {""start"": 64, ""end"": 83, ""label"": ""AREA"", ""text"": ""la línea de empaque""}, {""start"": 97, ""end"": 111, ""label"": ""EQUIPO"", ""text"": ""un montacargas""}, {""start"": 117, ""end"": 121, ""label"": ""EVENTO"", ""text"": ""fuga""}]"
93,El supervisor reportó resbalón en la línea de empaque asociado a piso húmedo cerca de una mezcladora y posible exposición a gas comprimido.,"[{""start"": 0, ""end"": 13, ""label"": ""PERSONA"", ""text"": ""El supervisor""}, {""start"": 22, ""end"": 30, ""label"": ""EVENTO"", ""text"": ""resbalón""}, {""start"": 34, ""end"": 53, ""label"": ""AREA"", ""text"": ""la línea de empaque""}, {""start"": 65, ""end"": 76, ""label"": ""CONDICION"", ""text"": ""piso húmedo""}, {""start"": 86, ""end"": 100, ""label"": ""EQUIPO"", ""text"": ""una mezcladora""}, {""start"": 124, ""end"": 138, ""label"": ""SUSTANCIA"", ""text"": ""gas comprimido""}]"
95,"Durante la inspección, La supervisora observó señalización deficiente en producción alrededor de un motor tras tropezón.","[{""start"": 23, ""end"": 37, ""label"": ""PERSONA"", ""text"": ""La supervisora""}, {""start"": 46, ""end"": 69, ""label"": ""CONDICION"", ""text"": ""señalización deficiente""}, {""start"": 73, ""end"": 83, ""label"": ""AREA"", ""text"": ""producción""}, {""start"": 97, ""end"": 105, ""label"": ""EQUIPO"", ""text"": ""un motor""}, {""start"": 111, ""end"": 119, ""label"": ""EVENTO"", ""text"": ""tropezón""}]"
63,El técnico reportó fatiga muscular en la planta de proceso asociado a humedad cerca de una máquina prensadora y posible exposición a gas comprimido.,"[{""start"": 0, ""end"": 10, ""label"": ""PERSONA"", ""text"": ""El técnico""}, {""start"": 19, ""end"": 34, ""label"": ""EVENTO"", ""text"": ""fatiga muscular""}, {""start"": 38, ""end"": 58, ""label"": ""AREA"", ""text"": ""la planta de proceso""}, {""start"": 70, ""end"": 77, ""label"": ""CONDICION"", ""text"": ""humedad""}, {""start"": 87, ""end"": 109, ""label"": ""EQUIPO"", ""text"": ""una máquina prensadora""}, {""start"": 133, ""end"": 147, ""label"": ""SUSTANCIA"", ""text"": ""gas comprimido""}]"
24,La operaria indicó presencia de vapores químicos en el pasillo central y riesgo de fuga por señalización deficiente junto a la banda transportadora.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""La operaria""}, {""start"": 32, ""end"": 48, ""label"": ""SUSTANCIA"", ""text"": ""vapores químicos""}, {""start"": 52, ""end"": 70, ""label"": ""AREA"", ""text"": ""el pasillo central""}, {""start"": 83, ""end"": 87, ""label"": ""EVENTO"", ""text"": ""fuga""}, {""start"": 92, ""end"": 115, ""label"": ""CONDICION"", ""text"": ""señalización deficiente""}, {""start"": 124, ""end"": 147, ""label"": ""EQUIPO"", ""text"": ""la banda transportadora""}]"
10,El operario reportó derrame en la línea de empaque asociado a materiales fuera de lugar cerca de el tablero principal y posible exposición a solvente inflamable.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSONA"", ""text"": ""El operario""}, {""start"": 20, ""end"": 27, ""label"": ""EVENTO"", ""text"": ""derrame""}, {""start"": 31, ""end"": 50, ""label"": ""AREA"", ""text"": ""la línea de empaque""}, {""start"": 62, ""end"": 87, ""label"": ""CONDICION"", ""text"": ""materiales fuera de lugar""}, {""start"": 97, ""end"": 117, ""label"": ""EQUIPO"", ""text"": ""el tablero principal""}, {""start"": 141, ""end"": 160, ""label"": ""SUSTANCIA"", ""text"": ""solvente inflamable""}]"
