text,label
el empleado realizó movimientos repetitivos de hombro en la línea de producción y presentó dolor lumbar.,riesgo_ergonomico
"El supervisor observó riesgo de cortocircuito en el tablero de control cerca del laboratorio, con acceso libre del personal operativo.",riesgo_electrico
El técnico perdió el equilibrio y cayó por una superficie húmeda sin señalización en el almacén mientras movilizaba materiales.,riesgo_caida
el almacenista cargó sacos sin técnica adecuada en la estación de empaque provocando tensión en cuello y hombros.,riesgo_ergonomico
durante la inspección se detectó desorden en el área en el almacén con incumplimiento de normas básicas.,riesgo_general
durante la inspección se detectó herramientas fuera de lugar en el taller requiriendo corrección inmediata.,riesgo_general
El trabajador tuvo contacto con una pieza móvil mientras el equipo seguía en funcionamiento en producción.,riesgo_mecanico
se observó mala señalización en el pasillo principal requiriendo corrección inmediata.,riesgo_general
Se observó aislamiento dañado en el cuarto eléctrico generando chispas durante la inspección.,riesgo_electrico
el operador encontró almacenamiento inadecuado de químicos junto al área de limpieza con exposición a vapores.,riesgo_quimico
el trabajador sostuvo herramientas pesadas por tiempo prolongado en la línea de producción con riesgo ergonómico acumulado.,riesgo_ergonomico
el colaborador cayó mientras trasladaba material en el muelle por presencia de jabón industrial durante el turno.,riesgo_caida
"El operario detectó presencia de corriente en una carcasa metálica en la planta de producción, con acceso libre del personal operativo.",riesgo_electrico
"Se identificó olor a quemado y chispas en un tablero cerca del laboratorio, con acceso libre del personal operativo.",riesgo_electrico
la máquina podía causar corte o golpe en la línea de producción.,riesgo_mecanico
"El operario detectó un cable expuesto junto a un equipo conectado cerca del laboratorio, con acceso libre del personal operativo.",riesgo_electrico
el torno presentó partes móviles sin guarda en la línea de producción.,riesgo_mecanico
el montacarguista se fue de lado al pisar la mancha cerca del almacén por charcos cerca del drenaje durante el turno.,riesgo_caida
Se observó tomacorriente chispeando al lado del compresor con peligro de contacto directo durante la inspección.,riesgo_electrico
"El operario detectó riesgo de cortocircuito en el tablero de control en la planta de producción, representando riesgo eléctrico para el personal.",riesgo_electrico
el almacenista sostuvo herramientas pesadas por tiempo prolongado durante la carga del camión y presentó dolor lumbar.,riesgo_ergonomico
la prensa tenía punto de pellizco expuesto en el área de corte.,riesgo_mecanico
el ayudante casi cae al pasar por el área en la zona de empaque por aceite derramado durante el turno.,riesgo_caida
Se observó extensión deteriorada en el cuarto eléctrico que podía provocar electrocución durante la inspección.,riesgo_electrico
el montacarguista tropezó y se golpeó la rodilla junto a la línea de ensamblaje por agua acumulada durante el turno.,riesgo_caida
el visitante tropezó y se golpeó la rodilla en la zona de empaque por piso mojado durante el turno.,riesgo_caida
"Se observó desorden general y materiales fuera de lugar en el almacén, lo que dificulta la circulación segura.",riesgo_general
se detectó derrame de solvente en el laboratorio requiriendo contención inmediata.,riesgo_quimico
se observó residuos acumulados en el pasillo principal afectando la seguridad del área.,riesgo_general
el operador tenía resguardo retirado durante la operación.,riesgo_mecanico
La mano del operador sufrió atrapamiento parcial en el equipo mientras ajustaba la maquinaria en la línea de empaque.,riesgo_mecanico
"Se registró falta de orden y limpieza en la zona operativa en la zona de despacho, generando una condición insegura para el personal.",riesgo_general
el recorrido evidenció herramientas fuera de lugar en el pasillo principal que generaba condición insegura.,riesgo_general
el supervisor identificó envase con sustancia inflamable abierto en el laboratorio con exposición a vapores.,riesgo_quimico
se reportó recipiente mal cerrado con reactivo en el laboratorio con posibilidad de intoxicación.,riesgo_quimico
Se observó enchufe recalentado en el taller con peligro de contacto directo durante la inspección.,riesgo_electrico
Se observó tablero sin tapa en el cuarto eléctrico sin bloqueo ni etiquetado durante la inspección.,riesgo_electrico
El supervisor cayó mientras trasladaba materiales por una mancha de lubricante en el pasillo en la zona de despacho mientras movilizaba materiales.,riesgo_caida
el empleado sostuvo herramientas pesadas por tiempo prolongado en el almacén ocasionando incomodidad postural.,riesgo_ergonomico
Se observó conductor pelado cerca de una zona húmeda con riesgo de descarga durante la inspección.,riesgo_electrico
un colaborador trabajó encorvado frente a la mesa durante la carga del camión con riesgo ergonómico acumulado.,riesgo_ergonomico
se observó obstrucción de pasillos en la zona de despacho con riesgo operacional general.,riesgo_general
durante la inspección se detectó mala señalización en la zona de despacho requiriendo corrección inmediata.,riesgo_general
el supervisor informó mala señalización en el taller afectando la seguridad del área.,riesgo_general
el trabajador sostuvo herramientas pesadas por tiempo prolongado en el almacén y manifestó fatiga muscular.,riesgo_ergonomico
el almacenista empujó carga manual sin ayuda en el área de despacho y reportó molestia en la espalda.,riesgo_ergonomico
Se observó tablero sin tapa al lado del compresor sin bloqueo ni etiquetado durante la inspección.,riesgo_electrico
se observó obstrucción de pasillos en el taller que generaba condición insegura.,riesgo_general
el empleado sostuvo herramientas pesadas por tiempo prolongado en el almacén provocando tensión en cuello y hombros.,riesgo_ergonomico
el torno mostraba riesgo de atrapamiento al iniciar el turno.,riesgo_mecanico
el operador encontró olor fuerte a producto químico cerca del tanque con riesgo de inhalación y contacto.,riesgo_quimico
el montacarguista tropezó y se golpeó la rodilla en la zona de empaque por aceite derramado durante el turno.,riesgo_caida
Se observó enchufe recalentado al lado del compresor con posibilidad de cortocircuito durante la inspección.,riesgo_electrico
un colaborador realizó movimientos repetitivos de hombro en el almacén ocasionando incomodidad postural.,riesgo_ergonomico
el supervisor informó mala señalización en el almacén con incumplimiento de normas básicas.,riesgo_general
el operador encontró olor fuerte a producto químico en producción afectando la seguridad del personal.,riesgo_quimico
la auxiliar giró el tronco repetidas veces al acomodar piezas en la estación de empaque provocando tensión en cuello y hombros.,riesgo_ergonomico
el colaborador sufrió una caída al mismo nivel en la zona de empaque por piso mojado durante el turno.,riesgo_caida
el ayudante tropezó y se golpeó la rodilla en la zona de empaque por charcos cerca del drenaje durante el turno.,riesgo_caida
"El supervisor observó riesgo de cortocircuito en el tablero de control cerca del laboratorio, sin bloqueo del suministro.",riesgo_electrico
Se observó caja eléctrica abierta en el área de lavado con posibilidad de cortocircuito durante la inspección.,riesgo_electrico
la trabajadora tropezó y se golpeó la rodilla en la zona de empaque por piso mojado durante el turno.,riesgo_caida
Una cortadora presentaba disco expuesto y posibilidad de lesión mecánica.,riesgo_mecanico
Se observó conductor pelado en el cuarto eléctrico con posibilidad de cortocircuito durante la inspección.,riesgo_electrico
El supervisor perdió el equilibrio y cayó por aceite derramado en el piso cerca del muelle mientras movilizaba materiales.,riesgo_caida
se observó material apilado incorrectamente en el almacén con riesgo operacional general.,riesgo_general
la máquina presentó partes móviles sin guarda durante la operación.,riesgo_mecanico
la trabajadora cayó mientras trasladaba material en el área de carga por una superficie resbaladiza durante el turno.,riesgo_caida
el equipo operaba con protector dañado en la línea de producción.,riesgo_mecanico
el torno atrapó la mano del operario en la línea de producción.,riesgo_mecanico
el recorrido evidenció desorden en el área en la zona de despacho con incumplimiento de normas básicas.,riesgo_general
Se observó aislamiento dañado en el cuarto eléctrico con riesgo de descarga durante la inspección.,riesgo_electrico
el operario resbaló y cayó al suelo junto a la línea de ensamblaje por aceite derramado durante el turno.,riesgo_caida
se reportó falta de orden y limpieza en el pasillo principal sin un peligro específico identificado.,riesgo_general
Un empleado manipuló manualmente cajas de gran peso y luego presentó dolor lumbar.,riesgo_ergonomico
un técnico se fue de lado al pisar la mancha en la bodega por charcos cerca del drenaje durante el turno.,riesgo_caida
el operario resbaló y cayó al suelo en el pasillo de producción por restos de lubricante durante el turno.,riesgo_caida
el supervisor identificó mezcla química sin etiquetado junto al área de limpieza con riesgo de inhalación y contacto.,riesgo_quimico
el montacargas atrapó la mano del operario durante limpieza del equipo.,riesgo_mecanico
Se observó tomacorriente chispeando en el cuarto eléctrico con posibilidad de cortocircuito durante la inspección.,riesgo_electrico
el colaborador se fue de lado al pisar la mancha en el pasillo de producción por restos de lubricante durante el turno.,riesgo_caida
La mano del operador tuvo contacto con una pieza móvil por ausencia de guarda de seguridad junto a la prensa.,riesgo_mecanico
Se detectó desorden general y deficiente señalización en el área de trabajo.,riesgo_general
un colaborador sostuvo herramientas pesadas por tiempo prolongado en la línea de producción generando sobreesfuerzo físico.,riesgo_ergonomico
la operaria realizó movimientos repetitivos de hombro en el almacén generando sobreesfuerzo físico.,riesgo_ergonomico
el montacargas presentó partes móviles sin guarda al iniciar el turno.,riesgo_mecanico
durante la inspección se observó salpicadura de sustancia peligrosa en producción afectando la seguridad del personal.,riesgo_quimico
la auxiliar empujó carga manual sin ayuda en la mesa de ensamblaje y manifestó fatiga muscular.,riesgo_ergonomico
La operaria mantuvo una postura inclinada durante varias horas en la mesa de ensamblaje.,riesgo_ergonomico
la banda transportadora podía causar corte o golpe en el área de corte.,riesgo_mecanico
la auxiliar sostuvo herramientas pesadas por tiempo prolongado en la línea de producción y terminó con dolor en muñeca.,riesgo_ergonomico
un técnico perdió el equilibrio y cayó en el muelle por aceite derramado durante el turno.,riesgo_caida
la banda transportadora presentó partes móviles sin guarda durante limpieza del equipo.,riesgo_mecanico
la supervisora resbaló y cayó al suelo junto a la línea de ensamblaje por agua acumulada durante el turno.,riesgo_caida
la prensa funcionaba sin bloqueo de seguridad al iniciar el turno.,riesgo_mecanico
la trabajadora perdió el equilibrio y cayó en el muelle por agua acumulada durante el turno.,riesgo_caida
el operador podía causar corte o golpe al iniciar el turno.,riesgo_mecanico
el operario tropezó y se golpeó la rodilla en el muelle por falta de cinta antideslizante durante el turno.,riesgo_caida
el supervisor identificó mezcla química sin etiquetado en el laboratorio requiriendo contención inmediata.,riesgo_quimico
durante la inspección se detectó herramientas fuera de lugar en producción sin un peligro específico identificado.,riesgo_general
"Se identificó un panel eléctrico abierto con conexiones visibles cerca del laboratorio, con acceso libre del personal operativo.",riesgo_electrico
el colaborador se fue de lado al pisar la mancha en el área de carga por piso mojado durante el turno.,riesgo_caida
el almacenista levantó cajas pesadas repetidamente durante la carga del camión y reportó molestia en la espalda.,riesgo_ergonomico
el operador tenía punto de pellizco expuesto durante la operación.,riesgo_mecanico
Un ayudante quedó atrapada en una máquina prensadora mientras ajustaba la maquinaria en el taller.,riesgo_mecanico
el montacargas operaba con protector dañado en la línea de producción.,riesgo_mecanico
el supervisor informó mala señalización en producción afectando la seguridad del área.,riesgo_general
el montacarguista se deslizó al caminar junto a la línea de ensamblaje por restos de lubricante durante el turno.,riesgo_caida
el operador operaba con protector dañado durante la operación.,riesgo_mecanico
la supervisora tropezó y se golpeó la rodilla en el pasillo de producción por agua acumulada durante el turno.,riesgo_caida
un técnico se fue de lado al pisar la mancha en el área de carga por piso mojado durante el turno.,riesgo_caida
durante la inspección se observó almacenamiento inadecuado de químicos junto al área de limpieza con exposición a vapores.,riesgo_quimico
durante la inspección se detectó falta de orden y limpieza en el área de empaque afectando la seguridad del área.,riesgo_general
se reportó salida de emergencia bloqueada en el taller sin un peligro específico identificado.,riesgo_general
el operario se deslizó al caminar en la zona de empaque por agua acumulada durante el turno.,riesgo_caida
el ayudante tropezó y se golpeó la rodilla en la rampa de acceso por piso mojado durante el turno.,riesgo_caida
Se observó aislamiento dañado en el cuarto eléctrico con peligro de contacto directo durante la inspección.,riesgo_electrico
el montacargas atrapó la mano del operario en mantenimiento.,riesgo_mecanico
el trabajador trabajó encorvado frente a la mesa en la mesa de ensamblaje y manifestó fatiga muscular.,riesgo_ergonomico
la auxiliar levantó cajas pesadas repetidamente en el área de despacho y reportó molestia en la espalda.,riesgo_ergonomico
la banda transportadora tenía resguardo retirado en mantenimiento.,riesgo_mecanico
Se observó cable expuesto cerca de una zona húmeda que podía provocar electrocución durante la inspección.,riesgo_electrico
"Se reportó un panel eléctrico abierto con conexiones visibles cerca del laboratorio, y posibilidad de descarga eléctrica.",riesgo_electrico
"Se observó objetos mal distribuidos en el almacén en el almacén, sin que exista un control visual adecuado.",riesgo_general
Un ayudante sufrió atrapamiento parcial en el equipo al intervenir la máquina sin bloqueo previo en producción.,riesgo_mecanico
el supervisor identificó mezcla química sin etiquetado junto al área de limpieza requiriendo contención inmediata.,riesgo_quimico
Se observó acumulación de residuos y herramientas dispersas en el pasillo principal.,riesgo_general
"El supervisor observó un panel eléctrico abierto con conexiones visibles junto a una zona operativa, y posibilidad de descarga eléctrica.",riesgo_electrico
se observó salida de emergencia bloqueada en producción sin un peligro específico identificado.,riesgo_general
el recorrido evidenció herramientas fuera de lugar en la zona de despacho con riesgo operacional general.,riesgo_general
la operaria trabajó encorvado frente a la mesa durante la carga del camión con riesgo ergonómico acumulado.,riesgo_ergonomico
la máquina mostraba riesgo de atrapamiento en la línea de producción.,riesgo_mecanico
"Se reportó olor a quemado y chispas en un tablero cerca del laboratorio, mientras el equipo permanecía energizado.",riesgo_electrico
durante la inspección se detectó salida de emergencia bloqueada en el área de empaque con incumplimiento de normas básicas.,riesgo_general
durante la inspección se detectó mala señalización en el área de empaque requiriendo corrección inmediata.,riesgo_general
la supervisora perdió el equilibrio y cayó en el muelle por agua acumulada durante el turno.,riesgo_caida
durante la inspección se detectó herramientas fuera de lugar en producción que generaba condición insegura.,riesgo_general
se observó material apilado incorrectamente en la zona de despacho afectando la seguridad del área.,riesgo_general
la banda transportadora tenía punto de pellizco expuesto en el área de corte.,riesgo_mecanico
el montacarguista sufrió una caída al mismo nivel en el área de carga por falta de cinta antideslizante durante el turno.,riesgo_caida
La prensadora atrapó parcialmente la mano del operador durante la operación.,riesgo_mecanico
Se observó cable expuesto al lado del compresor con riesgo de descarga durante la inspección.,riesgo_electrico
Se observó aislamiento dañado en el cuarto eléctrico sin bloqueo ni etiquetado durante la inspección.,riesgo_electrico
el colaborador se deslizó al caminar en el pasillo de producción por falta de cinta antideslizante durante el turno.,riesgo_caida
la operaria sostuvo herramientas pesadas por tiempo prolongado en la mesa de ensamblaje con riesgo ergonómico acumulado.,riesgo_ergonomico
Se observó caja eléctrica abierta en el cuarto eléctrico con posibilidad de cortocircuito durante la inspección.,riesgo_electrico
se detectó envase con sustancia inflamable abierto en el cuarto de sustancias con exposición a vapores.,riesgo_quimico
la supervisora se fue de lado al pisar la mancha junto a la línea de ensamblaje por falta de cinta antideslizante durante el turno.,riesgo_caida
el colaborador cayó mientras trasladaba material en la bodega por restos de lubricante durante el turno.,riesgo_caida
La salida de emergencia permanecía parcialmente bloqueada por materiales almacenados.,riesgo_general
La colaboradora sufrió resbalón al ingresar con botas mojadas al cuarto frío.,riesgo_caida
el empleado mantuvo postura forzada durante horas en el área de despacho y manifestó fatiga muscular.,riesgo_ergonomico
la cortadora presentó partes móviles sin guarda en el área de corte.,riesgo_mecanico
el operador encontró envase con sustancia inflamable abierto en el almacén afectando la seguridad del personal.,riesgo_quimico
El supervisor informó una condición insegura general por mala organización del área.,riesgo_general
el supervisor identificó envase con sustancia inflamable abierto en producción requiriendo contención inmediata.,riesgo_quimico
durante la inspección se observó envase con sustancia inflamable abierto cerca del tanque con exposición a vapores.,riesgo_quimico
el supervisor identificó salpicadura de sustancia peligrosa en el cuarto de sustancias afectando la seguridad del personal.,riesgo_quimico
se reportó fuga de químico corrosivo en el almacén que podía causar quemaduras.,riesgo_quimico
se reportó herramientas fuera de lugar en producción con riesgo operacional general.,riesgo_general
la máquina tenía punto de pellizco expuesto en el área de corte.,riesgo_mecanico
el operario perdió el equilibrio y cayó junto a la línea de ensamblaje por una superficie resbaladiza durante el turno.,riesgo_caida
el operador encontró recipiente mal cerrado con reactivo en el cuarto de sustancias con posibilidad de intoxicación.,riesgo_quimico
el visitante se deslizó al caminar en la bodega por presencia de jabón industrial durante el turno.,riesgo_caida
El trabajador sufrió atrapamiento parcial en el equipo por ausencia de guarda de seguridad en la banda de traslado.,riesgo_mecanico
la auxiliar empujó carga manual sin ayuda en el área de despacho y manifestó fatiga muscular.,riesgo_ergonomico
Se observó cable expuesto en el cuarto eléctrico con posibilidad de cortocircuito durante la inspección.,riesgo_electrico
el almacenista sostuvo herramientas pesadas por tiempo prolongado en el almacén y reportó molestia en la espalda.,riesgo_ergonomico
el montacargas podía causar corte o golpe en la línea de producción.,riesgo_mecanico
la supervisora se deslizó al caminar en la rampa de acceso por agua acumulada durante el turno.,riesgo_caida
el operador encontró fuga de químico corrosivo en el cuarto de sustancias afectando la seguridad del personal.,riesgo_quimico
el recorrido evidenció residuos acumulados en la zona de despacho con incumplimiento de normas básicas.,riesgo_general
el supervisor identificó mezcla química sin etiquetado en el cuarto de sustancias que podía causar quemaduras.,riesgo_quimico
el ayudante sufrió una caída al mismo nivel en el pasillo de producción por restos de lubricante durante el turno.,riesgo_caida
durante la inspección se observó recipiente mal cerrado con reactivo junto al área de limpieza con riesgo de inhalación y contacto.,riesgo_quimico
Se observó caja eléctrica abierta en la línea 2 con riesgo de descarga durante la inspección.,riesgo_electrico
Se observó aislamiento dañado en el área de lavado con posibilidad de cortocircuito durante la inspección.,riesgo_electrico
durante la inspección se detectó herramientas fuera de lugar en el almacén con incumplimiento de normas básicas.,riesgo_general
el almacenista realizó movimientos repetitivos de hombro en la línea de producción y presentó dolor lumbar.,riesgo_ergonomico
la cortadora podía causar corte o golpe en mantenimiento.,riesgo_mecanico
el supervisor identificó olor fuerte a producto químico junto al área de limpieza que podía causar quemaduras.,riesgo_quimico
el supervisor identificó recipiente mal cerrado con reactivo junto al área de limpieza requiriendo contención inmediata.,riesgo_quimico
El almacenista hizo levantamiento manual sin ayuda mecánica y reportó fatiga muscular.,riesgo_ergonomico
Se observó extensión deteriorada en el área de lavado que podía provocar electrocución durante la inspección.,riesgo_electrico
"Se observó mala señalización en el pasillo de circulación en el área de producción, aumentando el riesgo operativo general.",riesgo_general
"Se identificó presencia de corriente en una carcasa metálica en un área con humedad, mientras el equipo permanecía energizado.",riesgo_electrico
la prensa atrapó la mano del operario en mantenimiento.,riesgo_mecanico
un técnico resbaló y cayó al suelo junto a la línea de ensamblaje por charcos cerca del drenaje durante el turno.,riesgo_caida
se reportó salida de emergencia bloqueada en la zona de despacho requiriendo corrección inmediata.,riesgo_general
el operador encontró mezcla química sin etiquetado en producción con riesgo de inhalación y contacto.,riesgo_quimico
La mano del operador recibió un golpe al manipular una herramienta industrial mientras ajustaba la maquinaria en el taller.,riesgo_mecanico
el montacargas funcionaba sin bloqueo de seguridad durante limpieza del equipo.,riesgo_mecanico
se observó obstrucción de pasillos en el taller requiriendo corrección inmediata.,riesgo_general
la banda transportadora tenía resguardo retirado en la línea de producción.,riesgo_mecanico
el ayudante cayó mientras trasladaba material en el pasillo de producción por restos de lubricante durante el turno.,riesgo_caida
se observó desorden en el área en el taller sin un peligro específico identificado.,riesgo_general
un colaborador sostuvo herramientas pesadas por tiempo prolongado en el almacén y presentó dolor lumbar.,riesgo_ergonomico
Se observó conductor pelado cerca de una zona húmeda con peligro de contacto directo durante la inspección.,riesgo_electrico
la cortadora tenía resguardo retirado durante limpieza del equipo.,riesgo_mecanico
Se observó tablero sin tapa en el taller que podía provocar electrocución durante la inspección.,riesgo_electrico
Un ayudante tuvo contacto con una pieza móvil durante una maniobra insegura en el taller.,riesgo_mecanico
Se observó tablero sin tapa en el área de lavado generando chispas durante la inspección.,riesgo_electrico
"El supervisor reportó objetos mal distribuidos en el almacén en el almacén, aumentando el riesgo operativo general.",riesgo_general
la trabajadora resbaló y cayó al suelo en el pasillo de producción por aceite derramado durante el turno.,riesgo_caida
un colaborador trabajó encorvado frente a la mesa en la mesa de ensamblaje y manifestó fatiga muscular.,riesgo_ergonomico
"El supervisor reportó desorden general y materiales fuera de lugar en el área de producción, sin que exista un control visual adecuado.",riesgo_general
la máquina podía causar corte o golpe en el área de corte.,riesgo_mecanico
el montacargas tenía resguardo retirado en el área de corte.,riesgo_mecanico
se reportó salida de emergencia bloqueada en el área de empaque sin un peligro específico identificado.,riesgo_general
el supervisor identificó almacenamiento inadecuado de químicos en el cuarto de sustancias que podía causar quemaduras.,riesgo_quimico
